"SC","名称","市場","業種","日付","株価","前日比","前日比(％)","前日終値","始値","高値","安値","VWAP","出来高","出来高率(％)","売買代金(千円)","時価総額(百万円)","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率(％)","安値日付","年初来安値","年初来安値乖離率(％)"
"7463","アドヴァングループ","東証ST","小売","20250502","820","3","0.37","817","820","821","811","816.55","36300","0.08","29641","37156","667","967","20250128","1033","20.62","20250411","719","14.05"
"7464","セフテック","東証ST","卸売","20250502","1743","10","0.58","1733","1733","1743","1733","1736.33","600","0.03","1042","3486","1333","2133","20250131","1898","8.17","20250407","1681","3.69"
"7466","SPK","東証PR","卸売","20250502","2080","10","0.48","2070","2080","2100","2063","2079.85","5900","0.06","12271","21744","1570","2570","20250106","2200","5.45","20250407","1820","14.29"
"7467","萩原電気ホールディングス","東証PR","卸売","20250502","3065","15","0.49","3050","3060","3070","3020","3049.09","17000","0.17","51835","31012","2350","3750","20250212","3640","15.8","20250407","2650","15.66"
"7472","鳥羽洋行","東証ST","卸売","20250502","3440","10","0.29","3430","3440","3440","3405","3432.22","900","0.02","3089","16168","2730","4130","20250115","3825","10.07","20250407","3000","14.67"
"7475","アルビス","東証PR","小売","20250502","2977","-13","-0.43","2990","2982","3010","2961","2980.81","5900","0.06","17587","27555","2490","3490","20250424","3080","3.34","20250117","2565","16.06"
"7476","アズワン","東証PR","卸売","20250502","2237.5","-4","-0.18","2241.5","2236.5","2247","2218","2234.36","137500","0.17","307225","178446","1741.5","2741.5","20250106","2630","14.92","20250407","2158","3.68"
"7477","ムラキ","東証ST","卸売","20250502","1233","37","3.09","1196","1195","1233","1195","1206.78","900","0.06","1086","1813","896","1496","20250225","1608","23.32","20250407","1169","5.47"
"7480","スズデン","東証ST","卸売","20250502","1859","-29","-1.54","1888","1888","1888","1844","1861.8","14200","0.1","26438","27239","1488","2288","20250318","1997","6.91","20250407","1654","12.39"
"7481","尾家産業","東証ST","卸売","20250502","1975","-1","-0.05","1976","1976","1987","1971","1976.34","3500","0.04","6917","18279","1576","2376","20250327","2080","5.05","20250407","1699","16.24"
"7482","シモジマ","東証PR","卸売","20250502","1232","1","0.08","1231","1231","1237","1219","1228.33","14700","0.06","18057","29134","931","1531","20250306","1365","9.74","20250407","1065","15.68"
"7483","ドウシシャ","東証PR","卸売","20250502","2208","1","0.05","2207","2205","2216","2179","2199.86","77200","0.21","169829","82525","1707","2707","20250422","2292","3.66","20250407","1957","12.83"
"7486","サンリン","東証ST","卸売","20250502","660","1","0.15","659","658","660","658","659.23","1300","0.01","857","8118","559","759","20250331","740","10.81","20250407","644","2.48"
"7487","小津産業","東証ST","卸売","20250502","1788","-6","-0.33","1794","1794","1796","1787","1790.77","23400","0.28","41904","15082","1394","2194","20250428","1800","0.67","20250130","1652","8.23"
"7490","日新商事","東証ST","卸売","20250502","855","4","0.47","851","866","868","843","858.76","7100","0.09","6097","6498","701","1001","20250324","910","6.04","20250409","821","4.14"
"7494","コナカ","東証ST","小売","20250502","234","-1","-0.43","235","237","239","232","234.75","49500","0.14","11620","8265","155","315","20250324","247","5.26","20250407","198","18.18"
"7500","西川計測","東証ST","卸売","20250502","-","0","0","7990","-","-","-","-","-","0","-","27425","6490","9490","20250326","8350","100","20250110","7580","-100"
"7501","ティムコ","東証ST","卸売","20250502","835","8","0.97","827","830","835","825","830.86","1400","0.04","1163","2789","677","977","20250410","886","5.76","20250407","720","15.97"
"7502","プラザホールディングス","東証ST","サービス","20250502","-","0","0","1790","-","-","-","-","-","0","-","4367","1390","2190","20250327","1925","100","20250407","1701","-100"
"7504","高速","東証PR","卸売","20250502","2089","9","0.43","2080","2080","2113","2065","2091.43","43700","0.21","91395","43850","1580","2580","20250106","2584","19.16","20250407","1821","14.72"
"7505","扶桑電通","東証ST","卸売","20250502","1705","-39","-2.24","1744","1740","1740","1705","1722.11","900","0.01","1550","11868","1344","2144","20250106","1797","5.12","20250407","1470","15.99"
"7506","ハウスオブローゼ","東証ST","小売","20250502","1395","-15","-1.06","1410","1399","1399","1391","1395.84","1900","0.04","2652","6561","1110","1710","20250312","1497","6.81","20250407","1341","4.03"
"7508","G-7ホールディングス","東証PR","小売","20250502","1404","-11","-0.78","1415","1407","1425","1386","1398.93","36700","0.08","51341","61876","1115","1715","20250424","1509","6.96","20250407","1154","21.66"
"7509","アイエーグループ","東証ST","小売","20250502","3330","70","2.15","3260","3260","3330","3260","3295","200","0.01","659","5479","2560","3960","20250501","3485","4.45","20250407","2990","11.37"
"7510","たけびし","東証PR","卸売","20250502","1780","-17","-0.95","1797","1793","1793","1760","1775.43","12700","0.08","22548","28491","1397","2197","20250106","2033","12.44","20250407","1517","17.34"
"7512","イオン北海道","東証ST","小売","20250502","874","-3","-0.34","877","877","880","872","876.02","101100","0.07","88565","121853","727","1027","20250130","898","2.67","20250407","798","9.52"
"7513","コジマ","東証PR","小売","20250502","1085","29","2.75","1056","1066","1097","1064","1080.92","268700","0.34","290443","84535","756","1356","20250328","1131","4.07","20250407","897","20.96"
"7514","ヒマラヤ","東証ST","小売","20250502","842","-1","-0.12","843","845","848","842","844.26","3500","0.03","2955","10374","693","993","20250430","876","3.88","20250408","800","5.25"
"7515","マルヨシセンター","東証ST","小売","20250502","3950","-5","-0.13","3955","4025","4025","3950","3975","500","0.05","1988","3693","3255","4655","20250106","4300","8.14","20250407","3800","3.95"
"7516","コーナン商事","東証PR","小売","20250502","3680","-25","-0.67","3705","3675","3710","3635","3676.55","103100","0.3","379053","127630","3005","4405","20250423","3875","5.03","20250407","3275","12.37"
"7520","エコス","東証PR","小売","20250502","2351","-40","-1.67","2391","2379","2397","2350","2362.59","17200","0.15","40637","27387","1891","2891","20250421","2558","8.09","20250228","1928","21.94"
"7521","ムサシ","東証ST","卸売","20250502","1690","2","0.12","1688","1675","1695","1651","1681.03","15300","0.19","25720","13436","1288","2088","20250325","1792","5.69","20250407","1461","15.67"
"7522","ワタミ","東証PR","小売","20250502","1110","-10","-0.89","1120","1120","1130","1101","1109.63","75600","0.18","83888","47380","820","1420","20250422","1228","9.61","20250407","899","23.47"
"7523","アールビバン","東証ST","小売","20250502","1081","1","0.09","1080","1080","1090","1070","1077.82","17300","0.19","18646","9845","780","1380","20250324","1262","14.34","20250407","920","17.5"
"7524","マルシェ","東証ST","小売","20250502","177","-2","-1.12","179","178","179","177","177.65","13300","0.16","2363","1513","129","229","20250321","220","19.55","20250407","158","12.03"
"7525","リックス","東証PR","卸売","20250502","2878","-4","-0.14","2882","2913","2913","2840","2871.39","11800","0.14","33882","24866","2382","3385","20250321","3220","10.62","20250407","2451","17.42"
"7527","システムソフト","東証ST","情報通信","20250502","66","-1","-1.49","67","66","67","66","66.31","369200","0.44","24483","5599","37","97","20250310","94","29.79","20250109","52","26.92"
"7531","清和中央ホールディングス","東証ST","卸売","20250502","1445","49","3.51","1396","1415","1445","1415","1430","200","0.01","286","5701","1096","1696","20250501","1550","6.77","20250116","1270","13.78"
"7532","パン・パシフィック・インターナショナルホールディングス","東証PR","小売","20250502","4452","8","0.18","4444","4388","4458","4380","4436.85","920300","0.14","4083232","2827938","3744","5144","20250423","4489","0.82","20250311","3826","16.36"
"7537","丸文","東証PR","卸売","20250502","920","2","0.22","918","926","928","915","921.78","38000","0.14","35028","25807","768","1068","20250207","1135","18.94","20250407","761","20.89"
"7538","大水","東証ST","卸売","20250502","324","-8","-2.41","332","333","333","324","328.77","4300","0.03","1414","4463","252","412","20250422","384","15.63","20250407","288","12.5"
"7539","アイナボホールディングス","東証ST","卸売","20250502","664","-7","-1.04","671","678","678","663","670.57","10000","0.04","6706","15468","571","771","20250328","701","5.28","20250407","568","16.9"
"7544","スリーエフ","東証ST","小売","20250502","437","3","0.69","434","437","437","432","436.02","4200","0.05","1831","3368","354","514","20250214","484","9.71","20250407","387","12.92"
"7545","西松屋チェーン","東証PR","小売","20250502","2125","-37","-1.71","2162","2149","2168","2098","2124.67","207800","0.3","441506","147876","1662","2662","20250106","2359","9.92","20250331","1995","6.52"
"7550","ゼンショーホールディングス","東証PR","小売","20250502","8700","-311","-3.45","9011","8998","8998","8538","8716.14","1148600","0.71","10011357","1398379","7511","10515","20250422","9151","4.93","20250407","7169","21.36"
"7551","ウェッズ","東証ST","輸送用機器","20250502","600","0","0","600","600","603","597","599.9","6000","0.04","3599","9671","500","700","20250325","633","5.21","20250407","560","7.14"
"7552","ハピネット","東証PR","卸売","20250502","5330","70","1.33","5260","5260","5390","5210","5301.79","87700","0.36","464967","128187","4260","6260","20250326","5610","4.99","20250121","4125","29.21"
"7554","幸楽苑","東証PR","小売","20250502","1037","-9","-0.86","1046","1046","1047","1033","1037.69","43400","0.21","45036","21603","746","1346","20250327","1118","7.25","20250407","920","12.72"
"7555","大田花き","東証ST","卸売","20250502","741","-1","-0.13","742","742","742","741","741.5","200","0","148","4076","592","892","20250214","761","2.63","20250407","725","2.21"
"7559","ジーエフシー","東証ST","卸売","20250502","2011","-2","-0.1","2013","2011","2011","2011","2011","100","0","201","11602","1513","2513","20250314","2499","19.53","20250106","1339","50.19"
"7561","ハークスレイ","東証ST","小売","20250502","671","-9","-1.32","680","682","683","670","673.92","13200","0.07","8896","12783","580","780","20250321","740","9.32","20250407","569","17.93"
"7562","安楽亭","東証ST","小売","20250502","7080","20","0.28","7060","7070","7080","7040","7064.44","1800","0.08","12716","16365","5560","8560","20250327","7380","4.07","20250407","6800","4.12"
"7564","ワークマン","東証ST","小売","20250502","4460","-85","-1.87","4545","4475","4480","4415","4449.41","179600","0.22","799115","365037","3845","5250","20250421","4795","6.99","20250305","3825","16.6"
"7565","萬世電機","東証ST","卸売","20250502","4040","-60","-1.46","4100","4100","4100","4035","4063","500","0.03","2032","6610","3400","4800","20250124","4290","5.83","20250407","3900","3.59"
"7567","栄電子","東証ST","卸売","20250502","468","-2","-0.43","470","470","470","462","467","1200","0.02","560","2382","390","550","20250423","498","6.02","20250407","391","19.69"
"7570","橋本総業ホールディングス","東証ST","卸売","20250502","1225","-7","-0.57","1232","1234","1234","1194","1216.73","8000","0.04","9734","26084","932","1532","20250106","1350","9.26","20250407","1019","20.22"
"7571","ヤマノホールディングス","東証ST","小売","20250502","59","0","0","59","59","60","59","59.05","291700","0.81","17225","2114","29","89","20250327","74","20.27","20250407","52","13.46"
"7575","日本ライフライン","東証PR","卸売","20250502","1550","15","0.98","1535","1537","1550","1535","1544.59","138900","0.18","214544","117426","1135","1935","20250206","1633","5.08","20250107","1342","15.5"
"7578","ニチリョク","東証ST","小売","20250502","124","1","0.81","123","123","136","122","127.89","2365600","14.76","302527","1988","73","173","20250321","173","28.32","20250407","110","12.73"
"7581","サイゼリヤ","東証PR","小売","20250502","4725","25","0.53","4700","4670","4790","4655","4718.4","630500","1.21","2974953","246987","4000","5400","20250107","5600","15.63","20250410","3780","25"
"7585","かんなん丸","東証ST","小売","20250502","413","-4","-0.96","417","417","417","413","413.82","1100","0.03","455","1797","337","497","20250107","434","4.84","20250407","346","19.36"
